Iteration,Elapsed Time,Discriminator Loss,Value Loss,Policy Loss,Edit Distance,Best Edit Distance
10,76.56425905227661,1.3845304250717163,349.2822085618973,-2.2318413481116295,1.0,1.0
20,164.50538873672485,1.42240309715271,174.60177579522133,-2.5394806852564216,0.9994039682539683,0.9994039682539683
30,252.65874457359314,1.3596160411834717,30.527083851397038,-3.1211497550830245,0.9999142857142858,0.9994039682539683
40,341.16947317123413,1.420351505279541,30.30678915977478,-3.231774295680225,0.8696060987144085,0.8696060987144085
50,427.1575322151184,1.3643404245376587,26.45259875804186,-2.604072893038392,0.7675658764333273,0.7675658764333273
60,506.84575843811035,1.3151803016662598,26.747904017567635,-2.7921092761680484,0.7086709386227624,0.7086709386227624
70,586.5739693641663,1.3558323383331299,27.84130547940731,-3.4502585940063,0.7570108583859504,0.7086709386227624
80,668.1328163146973,1.4136831760406494,34.27875775098801,-2.8733781008049846,0.9209232975381083,0.7086709386227624
90,755.9567885398865,1.4015274047851562,36.52323542535305,-2.8182624615728855,0.5777136268700974,0.5777136268700974
100,839.9652342796326,1.3768887519836426,30.615949369966984,-2.5629444839432836,0.6428362087661905,0.5777136268700974
110,924.764009475708,1.3609429597854614,47.476964958012104,-2.6941371290013194,0.5603646184616796,0.5603646184616796
120,1008.4526000022888,1.3373346328735352,40.58564195036888,-3.0376996491104364,0.5972297320597827,0.5603646184616796
130,1093.0894193649292,1.3485150337219238,41.77772307395935,-2.546601123176515,0.4618087723281587,0.4618087723281587
140,1176.309223651886,1.354971170425415,65.42520208656788,-2.11811510566622,0.3173516860315009,0.3173516860315009
150,1257.8441615104675,1.313210129737854,78.99894651770592,-2.928368146996945,0.42468626390419795,0.3173516860315009
160,1341.3719522953033,1.3063380718231201,40.20241332799196,-2.21804041787982,0.30154822076316523,0.30154822076316523
170,1422.2545092105865,1.327939748764038,47.48701594769955,-2.1924018170684576,0.35524575952137116,0.30154822076316523
180,1504.9122593402863,1.3521206378936768,42.373387679457664,-2.787387690972537,0.24086669929772633,0.24086669929772633
190,1587.155843257904,1.344578742980957,37.802686266601086,-2.3632300551980734,0.2434017253514874,0.24086669929772633
200,1668.8723001480103,1.3187353610992432,68.35670180618763,-2.7139366306364536,0.28230708408214683,0.24086669929772633
210,1750.260773897171,1.3086574077606201,112.40694758296013,-2.363539735786617,0.24806561636150595,0.24086669929772633
220,1831.6513044834137,1.3429181575775146,76.9912675768137,-2.0719178076833487,0.1962113310779435,0.1962113310779435
230,1912.9421045780182,1.3154020309448242,64.52951081097126,-1.8314337339252234,0.20078181115393665,0.1962113310779435
240,1994.472990989685,1.3291971683502197,86.47728777676821,-1.972538685426116,0.18184316898053401,0.18184316898053401
250,2075.983410835266,1.3195116519927979,39.31988850235939,-3.0895034454297274,0.18502964686886786,0.18184316898053401
260,2157.545275449753,1.3179798126220703,34.88536810129881,-3.2177436389029026,0.2376291832480437,0.18184316898053401
270,2238.43163394928,1.3254096508026123,74.62282925844193,-2.196617443114519,0.23056679132877975,0.18184316898053401
280,2320.4733576774597,1.3084301948547363,47.7665603980422,-2.2738127736374736,0.19948984864205133,0.18184316898053401
290,2402.092811346054,1.361234426498413,32.20355964452028,-2.6740831648930907,0.1788496836396489,0.1788496836396489
300,2483.202610015869,1.2946100234985352,151.1103912293911,-2.8189475359395146,0.15900620867623616,0.15900620867623616
310,2564.576549768448,1.2516732215881348,267.89278918504715,-2.7834397982805967,0.1904217203219655,0.15900620867623616
320,2645.8841767311096,1.3676069974899292,102.32913383841515,-2.7606028774753213,0.16610352801628384,0.15900620867623616
